,cand_nm,census_region,contb_receipt_dt_format,contb_receipt_amt
255,"Obama, Barack",Midwest,2011-12-15 00:00:00,50351.46
256,"Obama, Barack",Midwest,2011-12-16 00:00:00,55493.01
257,"Obama, Barack",Midwest,2011-12-17 00:00:00,6163.1
258,"Obama, Barack",Midwest,2011-12-18 00:00:00,6174.0
259,"Obama, Barack",Midwest,2011-12-19 00:00:00,57479.14000000001
260,"Obama, Barack",Midwest,2011-12-20 00:00:00,95665.06
261,"Obama, Barack",Midwest,2011-12-21 00:00:00,68803.7
262,"Obama, Barack",Midwest,2011-12-22 00:00:00,72227.8
263,"Obama, Barack",Midwest,2011-12-23 00:00:00,59776.75
264,"Obama, Barack",Midwest,2011-12-24 00:00:00,5441.25
265,"Obama, Barack",Midwest,2011-12-25 00:00:00,6060.25
266,"Obama, Barack",Midwest,2011-12-26 00:00:00,14296.0
267,"Obama, Barack",Midwest,2011-12-27 00:00:00,61760.06
268,"Obama, Barack",Midwest,2011-12-28 00:00:00,100525.4
269,"Obama, Barack",Midwest,2011-12-29 00:00:00,136530.25
270,"Obama, Barack",Midwest,2011-12-30 00:00:00,243644.96999999988
271,"Obama, Barack",Midwest,2011-12-31 00:00:00,2197164.039999999
272,"Obama, Barack",Midwest,2012-01-01 00:00:00,9371.99
273,"Obama, Barack",Midwest,2012-01-02 00:00:00,11506.0
274,"Obama, Barack",Midwest,2012-01-03 00:00:00,13165.37
275,"Obama, Barack",Midwest,2012-01-04 00:00:00,27940.13
276,"Obama, Barack",Midwest,2012-01-05 00:00:00,21584.010000000002
277,"Obama, Barack",Midwest,2012-01-06 00:00:00,25803.0
278,"Obama, Barack",Midwest,2012-01-07 00:00:00,22501.5
279,"Obama, Barack",Midwest,2012-01-08 00:00:00,25199.0
280,"Obama, Barack",Midwest,2012-01-09 00:00:00,69868.25
281,"Obama, Barack",Midwest,2012-01-10 00:00:00,48754.54
282,"Obama, Barack",Midwest,2012-01-11 00:00:00,33230.51
283,"Obama, Barack",Midwest,2012-01-12 00:00:00,67158.65999999999
284,"Obama, Barack",Midwest,2012-01-13 00:00:00,119155.09
285,"Obama, Barack",Midwest,2012-01-14 00:00:00,14152.0
286,"Obama, Barack",Midwest,2012-01-15 00:00:00,9030.5
287,"Obama, Barack",Midwest,2012-01-16 00:00:00,8280.5
288,"Obama, Barack",Midwest,2012-01-17 00:00:00,45042.0
289,"Obama, Barack",Midwest,2012-01-18 00:00:00,39926.0
290,"Obama, Barack",Midwest,2012-01-19 00:00:00,44188.53
291,"Obama, Barack",Midwest,2012-01-20 00:00:00,43534.009999999995
292,"Obama, Barack",Midwest,2012-01-21 00:00:00,8476.0
293,"Obama, Barack",Midwest,2012-01-22 00:00:00,9967.5
294,"Obama, Barack",Midwest,2012-01-23 00:00:00,48457.62
295,"Obama, Barack",Midwest,2012-01-24 00:00:00,51499.75
296,"Obama, Barack",Midwest,2012-01-25 00:00:00,67278.04000000001
297,"Obama, Barack",Midwest,2012-01-26 00:00:00,55507.62999999998
298,"Obama, Barack",Midwest,2012-01-27 00:00:00,39799.0
299,"Obama, Barack",Midwest,2012-01-28 00:00:00,30410.120000000003
300,"Obama, Barack",Midwest,2012-01-29 00:00:00,21383.5
301,"Obama, Barack",Midwest,2012-01-30 00:00:00,51121.25
302,"Obama, Barack",Midwest,2012-01-31 00:00:00,630424.35
303,"Obama, Barack",Midwest,2012-02-01 00:00:00,72145.0
304,"Obama, Barack",Midwest,2012-02-02 00:00:00,55051.76
305,"Obama, Barack",Midwest,2012-02-03 00:00:00,68968.37
306,"Obama, Barack",Midwest,2012-02-04 00:00:00,21408.879999999997
307,"Obama, Barack",Midwest,2012-02-05 00:00:00,16658.25
308,"Obama, Barack",Midwest,2012-02-06 00:00:00,81697.5
309,"Obama, Barack",Midwest,2012-02-07 00:00:00,75481.87
310,"Obama, Barack",Midwest,2012-02-08 00:00:00,56747.75
311,"Obama, Barack",Midwest,2012-02-09 00:00:00,65824.0
312,"Obama, Barack",Midwest,2012-02-10 00:00:00,85332.77
313,"Obama, Barack",Midwest,2012-02-11 00:00:00,13341.199999999999
314,"Obama, Barack",Midwest,2012-02-12 00:00:00,10404.02
315,"Obama, Barack",Midwest,2012-02-13 00:00:00,46185.96
316,"Obama, Barack",Midwest,2012-02-14 00:00:00,34610.5
317,"Obama, Barack",Midwest,2012-02-15 00:00:00,80221.75
318,"Obama, Barack",Midwest,2012-02-16 00:00:00,49998.009999999995
319,"Obama, Barack",Midwest,2012-02-17 00:00:00,90253.0
320,"Obama, Barack",Midwest,2012-02-18 00:00:00,25307.84
321,"Obama, Barack",Midwest,2012-02-19 00:00:00,22936.45
322,"Obama, Barack",Midwest,2012-02-20 00:00:00,35716.759999999995
323,"Obama, Barack",Midwest,2012-02-21 00:00:00,116119.31
324,"Obama, Barack",Midwest,2012-02-22 00:00:00,123077.5
325,"Obama, Barack",Midwest,2012-02-23 00:00:00,78946.01
326,"Obama, Barack",Midwest,2012-02-24 00:00:00,96202.62
327,"Obama, Barack",Midwest,2012-02-25 00:00:00,25372.27
328,"Obama, Barack",Midwest,2012-02-26 00:00:00,18873.31
329,"Obama, Barack",Midwest,2012-02-27 00:00:00,115218.44
330,"Obama, Barack",Midwest,2012-02-28 00:00:00,91667.14
331,"Obama, Barack",Midwest,2012-02-29 00:00:00,2165639.1200000006
332,"Obama, Barack",Midwest,2012-03-01 00:00:00,79163.76
333,"Obama, Barack",Midwest,2012-03-02 00:00:00,95810.45
334,"Obama, Barack",Midwest,2012-03-03 00:00:00,42334.38
335,"Obama, Barack",Midwest,2012-03-04 00:00:00,22972.260000000002
336,"Obama, Barack",Midwest,2012-03-05 00:00:00,62652.44
337,"Obama, Barack",Midwest,2012-03-06 00:00:00,115239.34
338,"Obama, Barack",Midwest,2012-03-07 00:00:00,103990.01000000001
339,"Obama, Barack",Midwest,2012-03-08 00:00:00,126117.5
340,"Obama, Barack",Midwest,2012-03-09 00:00:00,106132.69
341,"Obama, Barack",Midwest,2012-03-10 00:00:00,29666.760000000002
342,"Obama, Barack",Midwest,2012-03-11 00:00:00,42060.0
343,"Obama, Barack",Midwest,2012-03-12 00:00:00,156126.93
344,"Obama, Barack",Midwest,2012-03-13 00:00:00,214142.93
345,"Obama, Barack",Midwest,2012-03-14 00:00:00,96428.25
346,"Obama, Barack",Midwest,2012-03-15 00:00:00,158339.8
347,"Obama, Barack",Midwest,2012-03-16 00:00:00,123434.98999999999
348,"Obama, Barack",Midwest,2012-03-17 00:00:00,23914.25
349,"Obama, Barack",Midwest,2012-03-18 00:00:00,38160.0
350,"Obama, Barack",Midwest,2012-03-19 00:00:00,117842.62
351,"Obama, Barack",Midwest,2012-03-20 00:00:00,118477.04999999999
352,"Obama, Barack",Midwest,2012-03-21 00:00:00,105732.5
353,"Obama, Barack",Midwest,2012-03-22 00:00:00,97457.0
354,"Obama, Barack",Midwest,2012-03-23 00:00:00,62804.5
355,"Obama, Barack",Midwest,2012-03-24 00:00:00,21810.75
356,"Obama, Barack",Midwest,2012-03-25 00:00:00,19156.2
357,"Obama, Barack",Midwest,2012-03-26 00:00:00,169677.57999999996
358,"Obama, Barack",Midwest,2012-03-27 00:00:00,160223.11
359,"Obama, Barack",Midwest,2012-03-28 00:00:00,165755.71000000002
360,"Obama, Barack",Midwest,2012-03-29 00:00:00,224620.83000000002
361,"Obama, Barack",Midwest,2012-03-30 00:00:00,378813.3
362,"Obama, Barack",Midwest,2012-03-31 00:00:00,2034201.7100000002
363,"Obama, Barack",Midwest,2012-04-01 00:00:00,46271.75000000001
364,"Obama, Barack",Midwest,2012-04-02 00:00:00,44050.130000000005
365,"Obama, Barack",Midwest,2012-04-03 00:00:00,29178.37
366,"Obama, Barack",Midwest,2012-04-04 00:00:00,27040.27
367,"Obama, Barack",Midwest,2012-04-05 00:00:00,74514.29000000001
368,"Obama, Barack",Midwest,2012-04-06 00:00:00,50940.020000000004
369,"Obama, Barack",Midwest,2012-04-07 00:00:00,22638.6
370,"Obama, Barack",Midwest,2012-04-08 00:00:00,14729.5
371,"Obama, Barack",Midwest,2012-04-09 00:00:00,85591.70000000001
372,"Obama, Barack",Midwest,2012-04-10 00:00:00,58690.69
373,"Obama, Barack",Midwest,2012-04-11 00:00:00,56518.869999999995
374,"Obama, Barack",Midwest,2012-04-12 00:00:00,59489.12
375,"Obama, Barack",Midwest,2012-04-13 00:00:00,106080.06999999999
376,"Obama, Barack",Midwest,2012-04-14 00:00:00,30270.65
377,"Obama, Barack",Midwest,2012-04-15 00:00:00,24412.31
378,"Obama, Barack",Midwest,2012-04-16 00:00:00,87397.95
379,"Obama, Barack",Midwest,2012-04-17 00:00:00,71198.27
380,"Obama, Barack",Midwest,2012-04-18 00:00:00,57460.5
381,"Obama, Barack",Midwest,2012-04-19 00:00:00,114911.76999999999
382,"Obama, Barack",Midwest,2012-04-20 00:00:00,107679.5
383,"Obama, Barack",Midwest,2012-04-21 00:00:00,39969.5
384,"Obama, Barack",Midwest,2012-04-22 00:00:00,35373.25
385,"Obama, Barack",Midwest,2012-04-23 00:00:00,109819.26999999999
386,"Obama, Barack",Midwest,2012-04-24 00:00:00,132868.19
387,"Obama, Barack",Midwest,2012-04-25 00:00:00,99420.51999999999
388,"Obama, Barack",Midwest,2012-04-26 00:00:00,90439.56
389,"Obama, Barack",Midwest,2012-04-27 00:00:00,112689.5
390,"Obama, Barack",Midwest,2012-04-28 00:00:00,61757.76
391,"Obama, Barack",Midwest,2012-04-29 00:00:00,60925.810000000005
392,"Obama, Barack",Midwest,2012-04-30 00:00:00,962752.42
393,"Obama, Barack",Midwest,2012-05-01 00:00:00,31148.249999999996
394,"Obama, Barack",Midwest,2012-05-02 00:00:00,25192.260000000002
395,"Obama, Barack",Midwest,2012-05-03 00:00:00,14065.07
396,"Obama, Barack",Midwest,2012-05-04 00:00:00,38733.13
397,"Obama, Barack",Midwest,2012-05-05 00:00:00,32289.89
398,"Obama, Barack",Midwest,2012-05-06 00:00:00,30002.85
399,"Obama, Barack",Midwest,2012-05-07 00:00:00,95528.73999999999
400,"Obama, Barack",Midwest,2012-05-08 00:00:00,73682.59
401,"Obama, Barack",Midwest,2012-05-09 00:00:00,274065.70999999996
