,cand_nm,economic_region,contb_receipt_dt_format,contb_receipt_amt
379,"Obama, Barack",Far West,2012-04-17 00:00:00,71466.55
380,"Obama, Barack",Far West,2012-04-18 00:00:00,66651.5
381,"Obama, Barack",Far West,2012-04-19 00:00:00,233859.34999999998
382,"Obama, Barack",Far West,2012-04-20 00:00:00,184486.00999999998
383,"Obama, Barack",Far West,2012-04-21 00:00:00,75106.01000000001
384,"Obama, Barack",Far West,2012-04-22 00:00:00,44107.5
385,"Obama, Barack",Far West,2012-04-23 00:00:00,145342.12
386,"Obama, Barack",Far West,2012-04-24 00:00:00,231099.61000000002
387,"Obama, Barack",Far West,2012-04-25 00:00:00,191825.56
388,"Obama, Barack",Far West,2012-04-26 00:00:00,139069.5
389,"Obama, Barack",Far West,2012-04-27 00:00:00,206300.59999999998
390,"Obama, Barack",Far West,2012-04-28 00:00:00,117113.04999999999
391,"Obama, Barack",Far West,2012-04-29 00:00:00,94091.79000000001
392,"Obama, Barack",Far West,2012-04-30 00:00:00,864757.88
393,"Obama, Barack",Far West,2012-05-01 00:00:00,81241.0
394,"Obama, Barack",Far West,2012-05-02 00:00:00,70119.01
395,"Obama, Barack",Far West,2012-05-03 00:00:00,80215.88
396,"Obama, Barack",Far West,2012-05-04 00:00:00,180625.55000000002
397,"Obama, Barack",Far West,2012-05-05 00:00:00,83837.09
398,"Obama, Barack",Far West,2012-05-06 00:00:00,77404.13
399,"Obama, Barack",Far West,2012-05-07 00:00:00,134345.13
400,"Obama, Barack",Far West,2012-05-08 00:00:00,155544.01
401,"Obama, Barack",Far West,2012-05-09 00:00:00,699426.7599999999
402,"Obama, Barack",Far West,2012-05-10 00:00:00,658220.26
403,"Obama, Barack",Far West,2012-05-11 00:00:00,289462.24000000005
404,"Obama, Barack",Far West,2012-05-12 00:00:00,112400.93999999999
405,"Obama, Barack",Far West,2012-05-13 00:00:00,78765.85
406,"Obama, Barack",Far West,2012-05-14 00:00:00,148823.69999999998
407,"Obama, Barack",Far West,2012-05-15 00:00:00,221530.92
408,"Obama, Barack",Far West,2012-05-16 00:00:00,176297.52000000002
409,"Obama, Barack",Far West,2012-05-17 00:00:00,214854.5
410,"Obama, Barack",Far West,2012-05-18 00:00:00,300532.07999999996
411,"Obama, Barack",Far West,2012-05-19 00:00:00,119971.08
412,"Obama, Barack",Far West,2012-05-20 00:00:00,60029.32
413,"Obama, Barack",Far West,2012-05-21 00:00:00,363203.2
414,"Obama, Barack",Far West,2012-05-22 00:00:00,243693.19
