,cand_nm,contb_receipt_dt_format,contb_receipt_amt
273,"Obama, Barack",2012-01-02 00:00:00,89743.59999999999
274,"Obama, Barack",2012-01-03 00:00:00,86760.97
275,"Obama, Barack",2012-01-04 00:00:00,166112.24
276,"Obama, Barack",2012-01-05 00:00:00,197624.86000000002
277,"Obama, Barack",2012-01-06 00:00:00,138822.95
278,"Obama, Barack",2012-01-07 00:00:00,90786.12
279,"Obama, Barack",2012-01-08 00:00:00,81458.0
280,"Obama, Barack",2012-01-09 00:00:00,206996.99
281,"Obama, Barack",2012-01-10 00:00:00,191988.12
282,"Obama, Barack",2012-01-11 00:00:00,180923.52000000002
283,"Obama, Barack",2012-01-12 00:00:00,460952.53
284,"Obama, Barack",2012-01-13 00:00:00,377117.98
285,"Obama, Barack",2012-01-14 00:00:00,81687.8
286,"Obama, Barack",2012-01-15 00:00:00,72858.5
287,"Obama, Barack",2012-01-16 00:00:00,115863.21
288,"Obama, Barack",2012-01-17 00:00:00,293796.61
289,"Obama, Barack",2012-01-18 00:00:00,218902.47
290,"Obama, Barack",2012-01-19 00:00:00,275532.88
291,"Obama, Barack",2012-01-20 00:00:00,244460.57
292,"Obama, Barack",2012-01-21 00:00:00,13330.5
293,"Obama, Barack",2012-01-22 00:00:00,67044.23000000001
294,"Obama, Barack",2012-01-23 00:00:00,336710.07
295,"Obama, Barack",2012-01-24 00:00:00,458489.23
296,"Obama, Barack",2012-01-25 00:00:00,439790.32
297,"Obama, Barack",2012-01-26 00:00:00,449753.9400000001
298,"Obama, Barack",2012-01-27 00:00:00,305135.47000000003
299,"Obama, Barack",2012-01-28 00:00:00,235042.84999999998
300,"Obama, Barack",2012-01-29 00:00:00,93417.0
301,"Obama, Barack",2012-01-30 00:00:00,434155.72
302,"Obama, Barack",2012-01-31 00:00:00,1416664.3199999998
303,"Obama, Barack",2012-02-01 00:00:00,652183.9400000001
304,"Obama, Barack",2012-02-02 00:00:00,591113.1699999999
305,"Obama, Barack",2012-02-03 00:00:00,477873.65
306,"Obama, Barack",2012-02-04 00:00:00,190315.4
307,"Obama, Barack",2012-02-05 00:00:00,116254.75
308,"Obama, Barack",2012-02-06 00:00:00,580693.1
309,"Obama, Barack",2012-02-07 00:00:00,505706.43
310,"Obama, Barack",2012-02-08 00:00:00,514064.94
311,"Obama, Barack",2012-02-09 00:00:00,562684.4299999999
312,"Obama, Barack",2012-02-10 00:00:00,669703.67
313,"Obama, Barack",2012-02-11 00:00:00,202378.06
314,"Obama, Barack",2012-02-12 00:00:00,121944.86000000002
315,"Obama, Barack",2012-02-13 00:00:00,435098.31
316,"Obama, Barack",2012-02-14 00:00:00,325820.3499999999
317,"Obama, Barack",2012-02-15 00:00:00,540497.26
318,"Obama, Barack",2012-02-16 00:00:00,340960.48
319,"Obama, Barack",2012-02-17 00:00:00,695510.92
320,"Obama, Barack",2012-02-18 00:00:00,150033.34
321,"Obama, Barack",2012-02-19 00:00:00,119051.14
322,"Obama, Barack",2012-02-20 00:00:00,280290.02
323,"Obama, Barack",2012-02-21 00:00:00,937998.85
324,"Obama, Barack",2012-02-22 00:00:00,691212.71
325,"Obama, Barack",2012-02-23 00:00:00,474597.3300000001
326,"Obama, Barack",2012-02-24 00:00:00,723765.13
327,"Obama, Barack",2012-02-25 00:00:00,251306.81
328,"Obama, Barack",2012-02-26 00:00:00,204921.56999999995
329,"Obama, Barack",2012-02-27 00:00:00,591611.0399999999
330,"Obama, Barack",2012-02-28 00:00:00,556608.65
331,"Obama, Barack",2012-02-29 00:00:00,2983158.5300000003
332,"Obama, Barack",2012-03-01 00:00:00,437924.99
333,"Obama, Barack",2012-03-02 00:00:00,446198.23000000004
334,"Obama, Barack",2012-03-03 00:00:00,294716.94999999995
335,"Obama, Barack",2012-03-04 00:00:00,170020.0
336,"Obama, Barack",2012-03-05 00:00:00,375620.66000000003
337,"Obama, Barack",2012-03-06 00:00:00,642655.2999999999
338,"Obama, Barack",2012-03-07 00:00:00,494100.54
339,"Obama, Barack",2012-03-08 00:00:00,635032.45
340,"Obama, Barack",2012-03-09 00:00:00,465769.15
341,"Obama, Barack",2012-03-10 00:00:00,165017.91
342,"Obama, Barack",2012-03-11 00:00:00,236297.25000000003
343,"Obama, Barack",2012-03-12 00:00:00,658719.12
344,"Obama, Barack",2012-03-13 00:00:00,625747.9600000001
345,"Obama, Barack",2012-03-14 00:00:00,479203.86000000004
346,"Obama, Barack",2012-03-15 00:00:00,607359.3099999999
347,"Obama, Barack",2012-03-16 00:00:00,655341.26
348,"Obama, Barack",2012-03-17 00:00:00,160789.13
349,"Obama, Barack",2012-03-18 00:00:00,294048.25
